Tweet,Class
 ✍️ हृदयाला गुंतवण्या आधी जरा आपलं डोकं वापरलं की होणारा बराचसा मनस्ताप टळतो  ,0
 भाषिक चित्रपट कलाकार कधी हिंदीची गुलामी सोडून असं आपल्या नेत्यांना म… ,0
 चला आली आता भाजप ची  टी… ,0
 बेकायदा ऑफिस तोडलं आहे कंगनाचं आणि चवताळलेत खाल्या मिठाला तरी जागा रे डुप्लिकेट बिहाऱ्यांनो जय… ,0
 आणि त्यांच्या निष्ठावंत समर्थकांची खरच गोची झालीये त्यांनाही आतून पटलं नसणार हे पण बोलणार क… ,1
 च्यायला  ,0
 अरे वारं चिवसेना यांना आजच का सुचले असेल अरे तुमच्या पेक्षा लहान पोरं गोटया गोटया सुद्धा चांगल्या खे… ,1
 काही मोजकी मराठी न्यूज चॅनल वगळता राष्ट्रीय स्तरावरील बहुतेक सर्व न्यूज चॅनल उद्धवाच्या तोंडात अक्षरशः शेण घालत आहे… ,1
 मंद का व्हायचाय तुला? ,1
 तूज्या सारख्या लोकांमुळे भारत विभागला जातो  जर उद्या ए… ,0
 या देशातील खेळाडूंना आयपीएलमधील एका तरी सामन्याला लागणार मुकावे  जाणून घ्या कारण ,0
 हा ट्विट पोहचू द्या कंगना पर्यंत छत्रपती शिवरायांच्या महाराष्ट्राला बोलते ही हरामखोर तुझी नक्की जळाली असेलच ,1
 अरे भिकारचोट कुत्र्यांनो स्वतःच्या राज्यात तुम्हाला काम मिळत नाहीत कामाची भीक मागत इथे मुंबई ला ये… ,1
 राज्याचे मुख्यमंत्री उध्दव कंगनाच्या मागे हात धुऊन मागे लागले आहेत बायकांच्या मागे… ,0
 मुर्ख वागळे हे बघ। अरे मुर्खा एखादा नौसेना कर्मचारी नौसेनेतुन निवृत्ती नंतर मर्चंट नेवी म… ,1
 तुमच्या सारख्या लोकांचे विचार त्या बावळट साऊथ लोका सार… ,1
 फक्त हा पैशाचा डोंगर बघु नका त्याऐवजी स्वतःच्या कष्टाचा  घामाचा योग्य मोबदला म्हणून एक नोट जरी भेटली ना तरी माझ्या… ,0
 शरीरापेक्षा मनाचा थकवा खूप त्रासदायक असतो शरीर थकंल की शांत झोप लागते आणि मन थकलं की झोप उडते … ,0
 भक्ताची दळभद्री शेरणी केंद्राची + सुरक्षा घेवून पण मागच्या दारानी पळाली  भक्तानो कसली तुमची शेरणी … ,1
 इतर भाषांमधे सेवा देता मग मधे का नाही स्टार स्पोर्ट मराठी पुन्हा चालू करा… ,0
 एकाचे शंभर करायला वेळ लागत नाही मात्र शून्याचा एक करायला वेळ लागतो   हा नियम खुद्द सचिन तेंडुलकरलाही लागू झाला १०० शतके… ,0
 दोन माणसांमध्ये  दो गज की दुरी  असं ज्या पक्षाचा सर्वोच्च नेता सांगतो त्या पक्षातील ही लोक बाकी सगळे नियम सामा… ,0
 स्वप्न थांबली की आयुष्य थांबते विश्वास उडाला की आशा संपते  काळजी घेणे सोडलं की प्रेम संपते म्हणून  स्वप्न पहा  विश्वास… ,0
 कुठे तरी पाहिल्यासारखा वाटल सिनमग आठवला चित्रपट  किमान इंग्रजी चित्रपटातील आयडीया घ्यायची  वाले काहीच मेहनत घेत ना… ,0
 ती ची जाहिरात पाहून मी इतका प्रभावीत झालोय की उद्याच ऑफीसला जाऊन  माझा नंबर मध्ये करतो ,0
 भिकारचोट  और बिकाऊ आजतक सरीखे कुछ और चँनल समाज की गंदगी है ।।इतनी बोगस और झुठी खबरे दिखाते है की ये चँनल मालक कवडीमोल है।। ,1
 तू  आणि तुझी भाजप तेव्हा काय गोट्या खेळत होता काय? का रे वाघ्या  हिंदुत्ववादी आहात ना… ,1
 कर्नाटक  मध्यप्रदेश  मणिपूर  गोवा  इथे तुम्हांला जनादेश भेटला होता का? उपाध्ये असले शब्द भा… ,0
 आयसीआयसीआय बँक व्हिडीओकॉन प्रकरणात अटक करण्यात आलेल्या दीपक कोचर यांची रवानगी १९ सप्टेंबरपर्यंत ईडी कोठडीत करण्यात… ,0
 भारतात ड्रग्स (गांजा  चरस व इतर) सेवन  करावं का? गेले काही दिवस हेच ऐकत आहे म्हणून सहज विचारलं ,0
 लॉकडाऊन काळातही या क्षेत्राला बसला नाही फटकाऑनलाईन पार्टनर शोधत असाल तर व्हा सावध म ,0
 २०१४ साली महासत्ता होण्याची स्वप्न बघणारा आमचा युवक २०२० साली बेरोजगारी भत्ता मागू लागला एवढा अनर्थ  वरच्या एका… ,0
 चार फॉलोअर्स जरी दर्जा विचारांचे असले तरी बस बाकी गर्दी बऱ्याचदा विचारांना दाबण्याचे काम करते ,0
 भक्त    ला आजच जाग आली का?? सामान्य लोक   (अंमली पदार्थ विरोधी दल) आताच जागे झाले का?? ,0
 काही लोक स्वतःचेच म्हणणं मग चूक असलं तरी खरं करतात स्वतः इतकं हुशार कोणीच नाही हेच पटत नाही त्यांना आशा लोकांकडे… ,0
 काँग्रेस वाले सुद्धा मंद आहेत चुकून शिवसेनेच्या नेत्यांची नावे पुढे आली तर कस होईल ह्यांच?? ,1
 आज सायंकाळी  ते  वाजता   ठेवला आहे सर्वांनी यात सहभागी व्हा आणि सहभागी झालेल्या सर्व शिक्षक आं… ,0
 अर्ध्या इंचाचा लंड घेऊन तुला पोरं होणारेत व्हय हांडग्या तुझा अर्ध्या इंचाचा उठायचे वांदे आणि गप्पा पोरं काढायची ,1
 चालेल पण अशा भिकारचोट लोकांना त्यांची जागा दाखवून देणे गरजेचे आहे  धन्यवाद  ,1
 आता तुला आरक्षणाचे साधे फायदे समजत नाहीत हे पाहून बाहेरचे लोक समजून घेणार किती मंद लोक आहेत महारा… ,1
 जेंव्हा भक्त देवाचं करतो  तेव्हा देव त्याचं रक्षण करतो आणि जेव्हा भक्त देवाचं स्मरण नाही करत तेंव्हा पण देव त्याचं ,0
 एक बाईने तुमच्या तोंडात शेण घातले ते बघ आधी मुलीच्या फोटोला चप्पल मारतात  डॉनच्या धमकीवर शेपूट घालून घरात बसतात आणि ग… ,1
 बात  हरामखोरीची निघाली तर मग  डांबराने  लिहीले जाईल  ,1
 पत्रकारिता लोकाशचा चौथा आधारस्तंभ असतो पत्रकारिता ही निःपक्षपाती असावी तुम्ही करता त्याला आ… ,0
 एकदा जयू आणि जुही त्यांच्या एका मित्राकडे जातात मित्राची मावशी (इंग्रजी चा तोरा मिरवायला)   ही?  मी जुही … ,0
 एक अनधिकृत बांधकाम काय पाडलं काहींच्या बुडा खालून जाळनिघतोय जेव्हा कर्नाटक मधे महाराजांचा पु… ,0
 मराठा आरक्षणाला स्थगिती देण्यात आली आहे यावर विरोधी व सत्ताधारी यांनी चिंतन करण्याची गरज आहे दळभद्री राजकारण सोडा… ,1
 ह्याच सेनेनी तुझ्या बापाला पण मोठा केला विसरला का रे मूर्खा ,1
 सावित्रीबाई फुले पुणे विद्यापीठासोबत इतर विद्यापीठांच्या एमसीक्यू बेस्ड परीक्षा ऑफलाइन आणि ऑनलाइन अशा दोन्ही पर्यायांनी… ,0
 हो का? आईघाल्या  ची चाटतो का तू? बघ अजून काय नवीन… ,1
 जर प्रेमाची परिभाषा जणून घ्यायची असेल तर मग आधी तुम्ही स्वःतावर प्रेम करायला शिकाकारण जो व्यक्ती स्वःतावर प्रेम करतो ना… ,0
 अरे बापरे तो बावळ… ,1
 स्वप्नाचे रुपांतर जेव्हा जिद्दीमध्ये होते तेव्हा अगदी सगळे काही त्याग करून ती पूर्ण करण्यासाठी आपण प्रयत्न करतो कार… ,0
 भाड्या तू दीड दमडी चा भाडखाऊ तुला कुत्र विचारत नही तू मराठी कलाकाराची लायकी पैशात मोजतो  झाट्या  तु… ,1
 गप्प ग ये मंद भेटेल तुला राजकुमार लवकरच✌️ ,1
  करोनाच्या प्रादुर्भावामुळे सात महिन्यांपूर्वी भूमिपूजन होऊनही कागदावरच राहिलेल्या बहुचर्चित समूह पुनर्विकास… ,0
 च्यायला नाव पण आपले नाही यांचे ,1
 कारण ती बावळट आहे  आणि  गरळ ओकतोय तरी मंद लोकांना कळत नाहीय  किंवा कळून सुद्दा तिला  करत आहेत ,1
 आधी बातमी वाच रे मंद भक्ता  तुमच्या सारख्या लोकांसाठी च बनवून ठेवलीय ,1
 देवाभाऊंच्या मुद्देसुद भाषणाला उत्तर काय तर आशेवर दिवस ढकला आपला मास्क हीच आपली लस हात धुवा शिथिलता किंबहुना गाफील रा… ,0
 फसव्या जॉब ऑफर्सपासून सावधान  लॉकडाऊनच्या काळात  फेक  जॉब ऑफर्सचा अक्षरशः सुळसुळाट झालाय त्यामुळे तरुणांनी सावध राहणे ग… ,0
 जे अनधिकृत असेल तर जरुर पाडाव ‘किंबहुना  पाडलच पाहिजे फक्त ते आत्ता अचानक ‘दिसल  हे धक्कादायक व लज्जास्पद आहे पण जे शहरा… ,0
 आमच्या मातृभाषेचा अपमान आम्ही मराठी जनता कधीच खपवून घेणार नाही आम्हाला आमच्या मातृभाषेचा अभिमान आ… ,0
 मुम्बई मधे तुम्ही तरी काय करुन दाखवलेझाट सुधा नाही दर वर्षी पावसाळा आला की तुम्ही केलेली… ,1
 ✍ योग्य व्यक्तीच्या हाती अयोग्य व्यक्ती आणि अयोग्य व्यक्तीच्या हाती योग्य व्यक्ती गेल्याने प्रेमाला निष्कारण बदनाम व्हा… ,0
 ह्या  १० गोष्टी घडत असतील तर कदाचित तुमचा पीसी वा लॅपटॉप हॅक झालेला असू शकतो ,0
 मित्र आरश्या सारखे असतात ,0
 रंग अनेक स्वप्नांचे ह्या छटा ही तश्या निराळ्या मनसोक्त हुंदडत बेधुंद  जगुन घेते साऱ्या ,0
 टाटा प्रोजेक्ट्सने नवीन संसद भवन बांधण्यासाठी बोली जिंकली टाटा प्रोजेक्ट्सची बोली  कोटी रुपये होती… ,0
     मग येतात ऑनलाईन क्लासेस च्या विडीओ मध्ये  शोधणा या मुली  ,0
 कासीम रिझवी ला अटक करून नंतर जन्मठेपेची शिक्षा ठोठावली मात्र एक अट होती की जर त्याला पाकिस्तानात जायची ईच्छा असेल… ,0
 प्रेमींनो आली रे आली आली ला भेट द्या आपली टीम बनवा आणि सहभागासा… ,0
 ज्या दिवशी जबाबदारीच ओझ खांद्यावर येत ना  त्या दिवसापासून रुसायचा आणि थकायचा अधिकार संपतो ,0
 बेन स्टोक्स प्रामाणिक पणे म्हणाला होता   केन  मला माफ कर ,0
 मी पण उद्या राज्यपालांची भेट घेणार आणि २०१४ साली लोकसभा निवडणुकीत मोदीनी १५ लाख रुपये देण्याचा आश्वास… ,0
      तुम्हाला माहिती आहे  वर्षात  वेळा  साठी  झालोय आम्ही      त्यात काय आम्हीही  व… ,0
 तुला लाईकी आहे? आणि तु श्रीमंतबाळा लहान आहेस… ,1
 यांनी विधानसभेत केलेले आजचे भाषण जबरदस्त होते  राज्यातल्या सर्व विषयांना स्पर्श करत सामान्यांचे जि… ,0
 सुशांत बिहारचा रिया बँगलोर कंगना हिमाचल प्रदेश आणि भांडणं महाराष्ट्रात  देशाचा तकथ राखतो महाराष्ट्र माझा ♥️ ,0
 महा नालायक महानालायकनी ,1
 अर्थव्यवस्था व्हेंटिलेटरवर असताना महाराष्ट्रासारखं राज्य हातात नसणं केंद्र सरकारला कधीच पटणार नाही त्यात आताचं महाराष्ट्राती… ,0
 गँभीर प्रकरण महाराष्ट्राची अवस्था बिकट आहे भाषणात मोठे शब्द वापरणे ऐकले  कृती करावी   उद्योग भी… ,0
 राजसाहेब ठाकरे हे नेहमीच आपल्या माणसाला सजग करत असतात  आज  काही महाभाग जागे झाले व म्हणत आहेत   सरकारी नो… ,0
 तुझ्या आईची गांड बुल्ल्यातुझे बाप आम्ही आहे आईघाल्या ,1
 हा विडिओ साधारण   साली    या नावाने आला होता   ज्यात आमचा बहुचर्चित… ,0
 एलिझाबैथ व्हय तु?? कुठली राणी ? का पप्पू खानचा लवडा चोळनारी ,1
 शेणेच्या कोमटरावांच्या आणी त्यांचा पुत्र पेंगु यांच्या गोट्या चोळणं बंद करा आताथोडं… ,1
 सुशांत सिंग राजपूत  संदीप सिंग बिहारचा  ती रिया चक्रवर्ती कर्नाटकमधली  तो अर्णब गोस्वामी आसामचा  पिठाणी गुजरातचा … ,0
 युजवेंद्र चहलने केले  युनिवर्सल बॉल  ख्रिस गेलला ट्रोल म्हणाला  अंकल काय ,0
 बेअक्कल भक्तांना अजुन सुध्दा वाटतंय की ला याचा मोबदला द्यावा लागेल असं  अरे भक्तांडानो ते अनधिकृ… ,1
 मी पण उद्या राज्यपालांची भेट घेणार आणि २०१४ साली लोकसभा निवडणुकीत मोदीनी १५ लाख रुपये देण्याचा आश्वासन दिले हो… ,0
 प्रदर्शन? कसले प्रदर्शन? कुठे आहे प्रदर्शन? वृत्तवाहिनी आहात  हिंदी शब्द जसेच्या तसे वापरून आपल्या अल्पबु… ,0
 महाराष्ट्रातील जनतेला व्हेंटिलेटर  मास्क  पीपीई किट देणार नाहीत पण एका माथेफिरू बाईला  ग्रेड सुरक्षा देणार ,1
 उखळात कुटलेलं गावरान वाटण हजारो गिरवी मासाल्यांना मागे सारून अधिक चविष्ट चव देतं ,0
 अतिशय योग्य ,0
 सुशांत बिहारचा  रिया बँगलोरची  कंगना हिमाचल प्रदेशची आणि भांडणं महाराष्ट्रात आरं कुठं नेऊन ठेवलाय महाराष्ट्र माझा  🤣🤣🤣 ,1
 संसारात आपण निर्णय घ्यायचा नाही बायकांना घ्यायला लावायचा चुकला तर त्यांचा आवाज बंद बरोबर आला तर क्रेडिट त्यांना… ,0
 ज्यांना असं वाटतंय की कंगना भाजपमध्ये प्रवेश करेल व मोठी नेता होईल  ते अजून स्मृती ईराणी यांना ओळखत ना… ,0
 तुजाई रांड साली तिच्या ईचा दाणा  तुझा बाप शटउपट्या  लवंडू साला ,1
 स्वत ला हवा तसा बाइट किंवा प्रतिक्रिया घेण्यासाठी ॲन्करबाई किती हट्टाला पेटलीय जोरजबरदस्तीने तोंडात वाक्य घुसवतेय ,0
 कष्टाचं हास्य ते मागून मिळत नाही  ते कमवाव लागते फोटो   व्हाट्सअप ,0
 तिची आज मधली चंडी काडून घेतली  चेक कर तशीच आली आहे रांड   पण इथंच राहिला ,1
 यादी   एमिली डिकीन्सन अनुवाद   मधुकर नाईक ,0
 मुंबाई  मातेचा अवमान करणाऱ्यांची नावे महाराष्ट्राच्या इतिहासात डांबराने लिहिली जातील ,1
 नीट बोलायला शिका आणि नंतर नेत्यांवर बोलायचं धाडस करा ,0
 पुरोगामी नसायला मंद लागत ,1
 तुझ्या आई बहिनिची भाड़ खात आहे रे मि म्हणून म्हणतोस तर बरोबर आहे आज रात्रि तु… ,1
 ०९ सप्टेंबर   जगाच्या इतिहासातील आजच्या दिवसाचे महत्व काय? ,0
 आमंच्या वर्गापेक्षा ईतर वर्गातील मुलं तरी खूप चांगली  याची सतत जाणीव करून देणाऱ्या सर्व शिक्षकांना  शिक्षक दिनाच्या शुभे… ,0
 च्यायला  लवकर यावं राव नाहीतर परराष्ट्र संबंध इतिहासा जमा करेल हा माणूस ,0
 महत्वाचा प्रश्न आहे रोजगार निर्मिती चे धोरण आणि सातत्यपूर्ण प्रयत्न सरकारकडून व्हावे लागतात तरच पुढील  वर्षांनी… ,0
 अपमान झाला म्हणून दिल्लीपती समोर त्याचीच खिल्लत उधळून लावणारे माणूस आता महाराष्ट्रात जिवंत रा… ,0
 जिवनात माणूस जेवढा कामाने थकत नाही  त्यापेक्षा जास्त विचाराने थकतो ,0
 लेखक   केतन सावंत उपलब्ध  ,0
 पण नंतर उत्सुकता वाढली  माझी प्रगती रोखणारा नक्की कोण???? यासाठी प्रत्येकजण शवपेटीच्या जवळ जाऊ लागला शवपेटीत डोका… ,0
 खूपच छान माहिती ☺️ अजून नवनवीन गोष्टी समोर घेऊ… ,0
 विदर्भ महाराष्ट्राचाच   तिकडचे काही लोक हिंदी बोलतात म्हणून विदर्भ मध्यप्रदेशचा भाग म्हणत असतील ते काश्मीरचे बहुतां… ,0
 उठा उठा सकाळ झाली देशातील काहीतरी विकायची वेळ झाली सुप्रभात ,0
 कवितेत काल ज्याला होता जपला तोच चंद्र आज काळ्या ढगांत लपला रागाने त्याच्या वीज हि चिडली नभी नाही चंद्र म्ह… ,0
 इथे छत्रपती शिवाजी महाराजांच्या फोटोचा वापर नकोच आमचे आराध्यदैवत आहेत तिचा सपोर्ट करण्यासाठी आम… ,0
     बोलू दे   थोड़े दिवस आहेत  नंतर देशमुख गे… ,0
 सुप्रभात  ,0
 उन्मेष पाटील ने मारहाण केली त्या बद्दल का विचारले नाही या बावळट चा काही अभ्यास… ,1
 थोडी मनाची वाटत कशी नाही राऊत साहेब? खुशाल असल्या दळभद्री हल्ल्याला उस्फुर्त प्रतिक्रिया म्हणून नाव… ,1
 मराठ्यांनो आता तरी डोळ्यावरची झापडं हटवा आणि पहा समाजाचे ते ‘तथाकथित  पुढारी आणि मराठा मोर्चाचे ते ‘स्वयंघोषीत … ,0
 नाही पुर्ण करत आता मी माझ्या मनाचे लाड खुप झालं आताइकडे विहीर आणि तिकडे आड ,0
 बागलाणच्या युवकांचे स्थानिक व्यावसायिकांसाठी शॉपिंग ॲप  ही आहेत वैशिष्ट्ये ,0
 एकेकाळी तमाशा प्रधान फक्त मराठी सिनेमा होता आणि शेतीप्रधान देश  आता सगळा देश तमाशा प्रधान झालायप्रत्येक गोष्टी… ,0
 गोट्या सेठ न बनविली फक्त एक कंपनी च नाव सांग  मागिल  वर्षात देशात ,0
 ती आलीसगळीकडे फिरलीआणि गेली झाट कोणी तिचे वाकडे नाही केले ,1
 मंदार जन्मतःच मंद आहे  ,1
 बाकीच्यांचे सोडा पण मला वेगळीच चिंता लागून राहिली आहे च्या  च्या मधला कट्टर दादा… ,0
   | उद्या भारतरत्न डॉ बाबासाहेब आंबेडकर स्मारक यांच्या पुतळ्याच्या पायाभरणीचा कार्यक्रम इंदू मिल इथे हो… ,0
 गावात वादळ  वारा  पाऊस  पुराणे घरं पडतात शहरात  ने शहरातली घर परत  लावून बांधता येतात परंतु गावाकडे एक एक… ,0
 मला वाटले की माझ्या  नंतर अजून दुसरी जगात कोणीच नसेल     मग मी कंगना ला बघितले   आणि माझ्या मनातील हा… ,0
 विदर्भातील पूरस्थिती मुळे झालेले नुकसान प्रचंड आहे राज्यकर्त्यांनी पूरस्थितीची म्हणावी तशी दखल घेतलेली दिसत… ,0
 चीनला बसणार मोठा फटकाथायलंड सरकारने घेतलाय महत्त्वाचा निर्णय म      ,0
 मुर्खा कंगना सोनियाला रिप्लेस करायला आली आहे  🤣 कसला डोमल्याचा टीव्ही पॅनलिस्ट तू 🤔 ,1
 तोंडात घान असेल तर दारात पन घाणच होणार तुझ्या ,1
 झवू देस का रांड ,1
 ह्या मिडीया ला कोणी तरी समजावून सांगा रे  देशाला रियाची गरज नाही  तर शेतकऱ्यांना यु रियाची आणि युवकांना नोक रियाची… ,0
 बॉलिवूडला आज एक समजले असेल की ट्विट चे पैसे एखादा पक्ष देईल पण जर राजकीय विषयावर एकांगी बाजू घेऊन बोललो  कोणाचे त… ,0
 राम कदम वागण्यात चुकले नाहीत  तर बोलण्यात चुकले    भाजपा मग अजित दादा तरी काय तोंडात मुतले होते का… ,1
 आनंदी बाई अमृता बाई कंगना बाई च्यायला ह्यांना   बायका   पुढं केल्याशिवाय खेळच खेळता येत नाही ,0
 मळगाव येथील आत्महत्या करणाऱ्या तरुणावर मुस्लीम हेल्थ अँड वेल्फेअर फांउडेशनच्या सदस्यांनी केले अंत्यसंस्कार… ,0
 भाषिक चित्रपट कलाकार कधी हिंदीची गुलामी सोडून असं आपल्या ने… ,1
 हिमाचल मधीच गांड मारून घे कंगना रांड इथं का तुझ्या आईला झो… ,1
 समोरचा माणूस ज्ञानी की अज्ञानी हे तुम्हाला त्या मुद्द्यावर किती ज्ञान आहे यावर अवलंबून आहे ,0
 कुठं नादाला लागतो? बावळट आहेत म्हणून सोडून दे ना दादा  ,1
 लोकसभेला खाज टाकरेंना पोपट बनवला आणि आता उध्वस्त केला म्हणजेच स्वतः रिंगणाबाहेर राहून रिंगणातल्या सर्व… ,0
  चा फावड्या तू भडव्या डीपॉझीट किती मत पडल्यावर जप्त होत हे तरी माहिती आहे काय रे तूला  चा फावड्या  ,1
 प्रत्येक मुलीचं आयुष्य • जन्म • काका ह्यात पिंक कलर दाखवा ना • मृत्यू ,0
 जिथे शिवसेनेचा हाथ असतो तिकडे अनधिकृत बांधकामे पाडली जातात एक आणि दुसरी कंगना ची ,0
 शिवबाला घडविणाऱ्या जिजाऊंचे तुम्हाला भान पाहिजे मुलींना शिकविणाऱ्या सावित्रीचे तुमच्या हृदयात स्थान पाहिजे जळली या समा… ,0
 आधी बोलायला शिक बाबा ,0
 हो का गोट्या चोळ्या  ,1
 इमारत पुन्हा उभी राहील परंतु सरकार पडेल ते पुन्हा उभे राहील काय ? ,0
 तुझ्या पुच्ची काही कामाची रायली नसणार मग तुझ भोक बेस्ट असणार ,1
 आपली घरं जळत आहेत  दुसऱ्यांच्या घरांवर आग लागलेली बघायचं बंद करा कारवाई योग्य आहे परंतु कोरोना  अर्थव्यवस्था  महागाई… ,0
 ठाकरे औरगझेब याने मराठा समाजाच्या आरक्षणाचा अत केलं आहे अरे मु… ,0
 राम कदम वागण्यात नाही तर बोलण्यात चुकले… मग अजित दादा कुठे तुमच्या तोंडात मूतले होते 🤣 ,1
 आता शरद पवारांनी सुद्धा यु टर्न मारला मग त्यांचे चोमु साहेब प्रेमी त्यांना म्हणनार का की तुम्ही भाजपा ची बी टीम आहात???? ,1
 अहो कमीत कमी मोदींची तरी भक्ती करा एका बावळट पोरीची भांडी घासायला संपूर्ण देशाची यंत्रणा लावलेली आहे बनाना रिपब्लिक… ,0
 ती लहानपणीची श्रीमंती कुठे गेली कुणास ठाऊक  जेव्हा पाण्यात आमचे पण छोटे जहाज चालायचे ,0
 अहो मग आता जेव्हा कंगना नि इतका काही बोलली मुंबई आणि मुंबई पोलिसांना तेव्हा मनसे नि अ… ,1
 कुठल्या नौदलाचा अधिकारी होता रे हा? बावळट लोकांनो  मर्चंट नेव्ही मध्ये होता तो ,1
 धुंद ह्रद्ययाची तारा तु अल्लाद छेडत रहा नकोच थांबु तु आता असाच पडत रहा नकोच समजावु काहीच तु तसाच फक्त कळत रहा… ,0
 मंद गंधित बागेतून पाहिले तुला जातांना फुलासोबत लाजून तू प्रणय गीत गातांना     (माझ्या बागेतील फुले   भाग ६) ,0
 आईघाल्या नीट शब्दात बोलत होतो पण तुला इथं तुझी आई झवून घ्यायचीच आहे… ,1
 यश हा अपघात नाही किंवा चमत्कारही नाही आहे फक्त मेहनत  सातत्य  धैर्य आणि आत्मविश्वास ,0
 अमेरिकेत नोव्हेंबरमध्ये होणारी अध्यक्षीय निवडणूक जशी जवळ येईल  तसे चीनविरोधातील अनेक निर्णय आपल्याला पाहायला मिळतील… ,0
 वर राजकारण करून नेते झालेली सोशील कुत्री  बहुतेक थोरल्या सायेबाचं लेंडूक तोंडात गिळून गप्प आहेत ,1
 सहमत  वैचारिक दळभद्री पण नुसता ,1
 कधी अनुभवला का हो तुम्ही निसर्ग त्या रात्रीच्या लुकलुकणार्या चांदण्यांना प्रश्न विचारलेत का कधी? तो संध्याकाळच्या… ,0
 सर लवडा लसूण म्हणायचय का तुम्हाला  ,1
 जोपर्यंत मराठी माणस सारख्या मराठीत सेवा न देणाऱ्या कंपन्यांच्या वस्तू खरेदी करण बंद क… ,0
 आम्ही १०५ घरात बसवले  आम्ही शिवसेनेने १०५ घरातच बसवले… आबे शेणिकीकुत्र्यांनो  तुमच्या फोटोग्राफरला तर तोंड काढायला आणि दाख… ,0
 नशीब काही दळभद्री लोक भारत   पाकिस्तान बॉर्डर प्रदेशात… ,1
 या दोघांना ऐकावेळेला घेऊ शकते तु एवढी मोठी तुझी पुच्ची आणी गांड आहे।इंन्जाँए कर तुझी गांड फाटली कि मला सांग मि टाचे मारायला येईल। ,1
 तर अश आहे तर झाकण झुल्या संजय चा तोंडात सैनिटाझर टाकाझालं सर्व सुखी ,1
 आजच्या जनता दरबारात जळगाव जिल्ह्यातील चाळीसगावचे रहिवासी माजी सैनिक सोनू महाजन आले होते २०१६ साली भाजपचे तत्कालीन… ,0
 सरकार या सर्वावर गुन्हे दाखल करणार का जसे यांच्यावर गुन्हे दाखल केले? कमीत क… ,0
 त्यांच्यापेक्षा त्यांचे नेते जास्त मंद आहेत ,1
 हगणे राहिलं ,1
 विमानतळावर आरपीआय  करनी सेना विरुद्ध शिवसेना कार्यकर्ते आमने सामने ,0
 आमच्या नशिबी दळभद्री हरामखोर होता  ,1
 कोरोनाचे बघा आता नाहीतर लोक शेण घालतील तुमच्या तोंडात  ,1
 पंजाबी घरात जन्मलेला अक्षय एवढी भारी मराठी बोलतो याचं अनेकांना आश्चर्य वाटतं आज या खिलाडी कुमारचा वाढदिवस ,0
 शटउपट्या पोलीसाचा डीपी ठेवला म्हणजे पोलीस सुद्धा येतात… ,0
 अहो दादा जरा चेक करा आधी शिवसेना भाजप च्या पाठिंब्यावर नाहीये महानगरपालिकेत भाजप वि… ,0
 हरित क्रांतीमुळे जास्त पाणी लागणारी पिके अधिक प्रमाणात घेतली जाऊ लागली त्यामुळे स्वाभाविकपणे पाण्याची मागणीही वाढ… ,0
 मराठा आरक्षण प्रकरण विस्तारित खंडपीठाकडे सोपवलं गेलं आहे पण मराठा आरक्षणाला तात्पुरती स्थगिती देण्यात आली आहे यावर विरोधी व स… ,0
 तेव्हा पाकिट त्यांच्या तोंडात कोंबलेले असतं ,1
 आपली म्हैस    अन्न वस्त्र निवारा  शिक्षण  रोजगार  आरोग्य व्यवस्था  महिला सुरक्षा  महागाई  परिवहन व्यवस्था  रस्ते  उ… ,0
 आरक्षण मागतोय बायको नाही म्हटल्यानंतर सुद्धा चाकर अक्षर न काढणारे फडणवीस आणि भाजप कुठे आणि हे विद्यमान दळभद्री कुठे ,1
 माझ्या माहितीमध्ये आहे एक विद्वान आता म्हणे शिवाजी महाराजांनी शत्रूचा पण आदर करायला शिकवले आहे… ,0
 आठवले पक्षाचा कार्यकर्त्यांकडे बघितलं की असं वाटत की संविधान फक्त बाबासाहेबानी बनवलाय म्हणून आम्ही मानणार आणि जर दु… ,0
 करोनाविरोधातील लढ्यात मोठा धक्का  ऑक्सफर्डने थांबवली करोना लस चाचणी भारतातही या लसीची चाचणी सुरु करण्यात आली होती ,0
